Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
P10253,4386000,259200000,81474000,100620000,96890000,11324000,86952000,16857000,4009000,13818000,26605000,29314000,4912400,2489400,67194000,15633000,11626000,126960000,39403000,67493000,77042000
P10644,13250000,130090000,57916000,45398000,35292000,24766000,49963000,62609000,22569000,31731000,77450000,7112767,2310700,7182600,16577000,117320000,27141000,145210000,72887000,34664000,40238000
P11310,36500000,172310000,109460000,42178000,26844000,21449000,52467000,40644000,26390000,15760000,47650000,14969000,609016.7,7214400,10717000,205990000,28083000,31374000,61512000,49453000,61238000
P11586,26701000,317260000,94205000,106240000,113920000,105400000,42073000,67567000,49512000,51802000,188160000,673350,1300445,12937000,15912000,318910000,49374000,178420000,48972000,37231000,159710000
P12081,13233000,55975000,38066000,28332000,36534000,37352000,36509000,27963000,15209450,26761000,64240000,4379400,2790600,10340000,12374000,82745000,26608000,115120000,118070000,54004000,44752000
P12235,70677000,247950000,291610000,149090000,130570000,291270000,209680000,195270000,15224000,54945000,212930000,1337800,3158647,22082000,29695000,286460000,53330000,346110000,257120000,159180000,68885000
P12268,37757000,283520000,118040000,135360000,68626000,156520000,53660000,55365000,9150400,98488000,237710000,13383557,2026300,32627000,47073000,737580000,131410000,398960000,86293000,34898000,207120000
P12270,4636100,476610000,36018000,51178000,22568000,77217000,84736000,103000000,2142400,115590000,116740000,1630000,4943787,9823200,5606200,137500000,11437000,86750000,21930000,26803000,68038000
P12814,28724000,578720000,163030000,231760000,144570000,163170000,159060000,88394000,53521000,54239000,273690000,2979500,5969817,21800000,25638000,745780000,89955000,414550000,194610000,154780000,327200000
P13674,7443500,214490000,33327000,119030000,65786000,45016000,80242000,33261000,10866932,13462000,158220000,10809000,509710,33549000,81422000,52133000,14852000,55952000,55349000,27470000,46971000
P13796,14149000,673190000,480500000,505040000,203580000,142840000,278520000,149820000,169930000,34185000,676980000,4835100,3871890,169010000,34283000,326020000,288540000,742550000,193710000,223990000,305040000
P14543,37099000,1174400000,64670000,23831000,85620000,45341000,141770000,82194000,7777200,5334800,55389000,1575800,2514970,33367000,134860000,97174000,24175000,263150000,742990000,324560000,56561000
P14866,45787000,1328600000,379770000,424150000,113750000,212220000,94678000,134990000,38824000,68816000,256890000,14446365,811430,51466000,6992500,803330000,108350000,861290000,273130000,279980000,261000000
P14923,63993000,455270000,208360000,147080000,105280000,65788000,2663600,212670000,6287800,32141000,176480000,3025400,997039.1,26547000,5487900,930990000,69595000,177500000,589720000,1120200000,278170000
P15144,11089000,2454600000,432530000,100790000,217370000,184710000,1302400,51188000,1964200,6297200,101280000,9749051,183710,21688000,9062700,244470000,9751900,128920000,56063000,37148000,293620000
P15531,208040000,743910000,1049100000,694750000,36417000,504690000,35712000,106560000,17430000,208830000,840390000,20312000,9073555,87740000,123200000,617810000,220960000,432670000,404410000,276810000,1087200000
P16401,214170000,417970000,91992000,365210000,99314000,137230000,312160000,11322000,16391000,24796000,244150000,208190000,2521350,2281000,21348000,940840000,93776000,266190000,230590000,231360000,25859000
P16615,8168700,372610000,228930000,97740000,91371000,73048000,70888000,77620000,7618700,49835000,197130000,6462700,2323962,9003700,5080800,182660000,29951000,434980000,80621000,107130000,102180000
P17066,694330000,3036500000,5832700000,1852700000,20254000,2765000000,2742700000,678760000,234920000,1112300000,4659900000,85269000,15490244,845110000,725690000,5102200000,834960000,109790000,3012700000,2673700000,895890000
P17612,56099000,207200000,91812000,38738000,76813000,44136000,22363000,48374000,15144000,58775000,82607000,34366000,10928000,47407000,15854611,218530000,58481000,199540000,83913000,39439000,82083000
P17858,49932000,248140000,259490000,147010000,174890000,177550000,48299000,115500000,34942000,87672000,183760000,13000000,45995337,39827000,30089000,535000000,116900000,175390000,635080000,285640000,199620000
P17931,111840000,1011800000,572170000,241720000,354400000,1240600000,48489000,366580000,67228000,45669000,459850000,30513000,1824809,75969000,135960000,1624500000,174160000,713060000,460520000,442420000,366460000
P17987,75559000,319490000,294370000,179110000,158720000,176730000,58325000,92929000,98184000,36896000,263300000,9291433,1607000,96398000,56080000,384330000,100510000,333530000,189170000,81958000,164430000
P18124,97817000,1153600000,386890000,378710000,143350000,338980000,114880000,129660000,12935000,160370000,987240000,41960000,3290562,54535000,74066000,1570700000,248330000,934260000,351570000,381070000,155940000
P19827,12826000,14795000,352530000,2097500,57439000,21011000,7245200,8420300,352030000,1630800,38655000,332450,166560,2321100,5772014,8199700,40615000,11669000,4636200,39263000,2129300
P19971,364750,102420000,173130000,117210000,17647000,4806100,14474000,3506900,2723200,32591000,91479000,2183700,7681400,15153000,13593000,32037000,17981000,58971000,20776000,3342600,9536000
P20042,19341000,68237000,48662000,39843000,27061000,64996000,38552000,44468000,24730000,44572000,118050000,6215600,651850,14635000,17117000,67107000,13895000,97130000,16576000,18682000,63502000
P20073,59871000,417990000,206810000,67264000,142170000,75430000,130680000,80641000,42171000,21540000,171240000,7628300,1921238,52979000,24179000,381790000,72822000,105220000,114860000,63085000,184020000
P20591,5625700,109960000,206100000,16359000,351810000,11260000,10208000,8460700,3171800,142500000,45522000,758110,31398838,1501000,1431000,141700000,41176000,981560,14142000,3985900,14204000
P20618,66608000,181560000,125170000,94089000,91690000,107030000,128660000,76639000,13234000,48693000,217180000,4414980,3263600,42393000,9727900,277490000,33723000,169420000,87902000,100050000,97928000
P20674,54823000,1791200000,432800000,515790000,298460000,351910000,127290000,234880000,19196000,316980000,182950000,14751000,13133338,374330000,81765000,955390000,132940000,689220000,214300000,406640000,232770000
P20810,21955000,239230000,192470000,96102000,10283000,126120000,15129000,43488000,49276000,30219000,160000000,3474800,4124350,20351000,34706000,305950000,2758100,389930000,323280000,180950000,233710000
P21266,78500000,349520000,266840000,161510000,343470000,132040000,149280000,9262000,139930000,4846400,450390000,16632000,646631,9301300,15946000,1847800000,391670000,272050000,250850000,174380000,943250000
P21281,10802000,129390000,140210000,83658000,40681000,46495000,46552000,5011400,16785000,37486000,79457000,2822600,1714460,6326000,21457000,141390000,30412000,136580000,54274000,47544000,57384000
P21796,171090000,1570200000,890530000,502660000,267330000,508170000,519320000,233500000,77355000,100600000,412780000,19179000,3250864,125180000,137100000,1278000000,281490000,1223000000,1464400000,910700000,435160000
P21964,10937000,294960000,259330000,193480000,155420000,56763000,36816000,35333000,12446000,43772000,92619000,3449914,9763500,23302000,18849000,535010000,123450000,241080000,408840000,266610000,286460000
P22102,27474000,173550000,66460000,37992000,48591000,32718000,9177200,15279000,3178800,36818000,58874000,2847200,420503.3,15018000,16608000,221240000,36115000,69339000,40345000,19170000,77110000
P22234,83530000,112640000,108670000,66515000,42690000,97822000,57924000,36313000,11153000,11759000,105760000,2212000,1469550,6345300,24468000,316220000,20124000,104470000,164190000,42167000,66167000
P24539,198120000,1342700000,958990000,615120000,287920000,236880000,117470000,76674000,14456000,3519900,603580000,27946580,645470,64743000,99918000,1103500000,141500000,901910000,627970000,543810000,298530000
P25311,2869900,41113000,151700000,32099000,65617000,13117000,621100,10815000,150400000,19190786,20346000,15685000,4845100,26789000,47877000,15340000,7438300,50688000,499580000,108720000,11629000
P25398,374890000,4953900000,1144700000,1407400000,479010000,921370000,737950000,456910000,86959000,504710000,1397500000,4852000,2486671,419980000,343260000,2065300000,720840000,1576100000,643620000,831890000,1102500000
P25786,43700000,306590000,241260000,185460000,74054000,68193000,75376000,63590000,27573000,35665000,188830000,2493700,5503450,6873500,112630000,345230000,45244000,226750000,174280000,110750000,159670000
P25788,44555000,182770000,189040000,209010000,37764000,66707000,51450000,13151000,24666367,3247400,144790000,11630000,1532000,39092000,29524000,371310000,33954000,173170000,119220000,84292000,117820000
P26440,25027000,218580000,108850000,26339000,28879000,91700000,49272000,11355000,8552600,16091000,77283000,14939000,10928000,102460000,9430200,217490000,25147000,286720000,35198000,66918000,34697000
P26639,26745000,274260000,117300000,90447000,39371000,106290000,16495000,30295000,19676000,84018000,88587000,3418900,1972065,15325000,2338000,145440000,85792000,266510000,58115000,66664000,67264000
P26640,31308000,175480000,90354000,81747000,56877000,84920000,43888000,35893000,2050100,46678000,168340000,5812200,6957040,15652000,6299100,241900000,20866000,210150000,115730000,91664000,102660000
P27695,35657000,936430000,504100000,332570000,150890000,117620000,133420000,100700000,17179000,77166000,347850000,14745366,227210,50658000,11828000,1073200000,70688000,489230000,58847000,185060000,384390000
P28331,27807000,381790000,101730000,98325000,94099000,66315000,64746000,80872000,6565800,112940000,124370000,5835700,2885062,20616000,19105000,278140000,59726000,191070000,75084000,70957000,77706000
P29590,27252000,301070000,52798000,106010000,76774000,37148000,84899000,6838200,4323400,111310000,119920000,15129000,1680348,27071000,11654000,225650000,25013000,256380000,27155000,53019000,152490000
P30043,43628000,1183000000,509670000,254420000,319580000,362040000,174670000,202650000,616400000,96414000,281110000,23080000,1883357,52020000,48703000,759560000,388510000,895860000,255790000,314200000,181940000
P30046,120930000,77296000,375920000,248170000,73051000,116890000,64009000,86702000,116850000,13520000,172890000,24114000,7409920,77652000,71709000,408400000,18570000,97532000,301370000,134590000,158650000
P30049,172000000,769610000,546360000,443130000,453390000,229270000,126850000,143780000,168580000,128360000,224930000,44164000,4875237,144790000,67300000,966290000,14825000,751490000,237060000,245450000,248830000
P30533,3725200,239170000,88264000,131920000,131190000,77319000,148190000,92634000,10050000,7699700,123070000,22905947,861750,17492000,18792000,211540000,10910000,343980000,114910000,47400000,91851000
P30626,74295000,556740000,259380000,91374000,179110000,75007000,108440000,21526000,65695000,51057000,92574000,6270633,7066500,76358000,103200000,297330000,71349000,144690000,153030000,92251000,181730000
P30711,81301000,38111000,209600000,200340000,55352000,50805000,35029000,26963000,32624771,18552000,35119000,16627000,5985900,21213000,7873900,313120000,6575900,59930000,49555000,24711000,84280000
P30740,40100000,96215000,503060000,184990000,245430000,17937000,39595000,75879000,37494000,50303000,130340000,3069300,13401967,46668000,18922000,399230000,207910000,50753000,181140000,155460000,107690000
P31930,25571000,838910000,303350000,148610000,146460000,163290000,135370000,123490000,17242000,137870000,157840000,6436900,5786546,21317000,24109000,587760000,56057000,483380000,223170000,154880000,176830000
P31937,22209000,128970000,61567000,36567000,34421000,97718000,53164000,51106000,1933100,85594000,103040000,3437500,3640305,19875000,8715000,217250000,52072000,98775000,37038000,95985000,61217000
P31939,95066000,530910000,251190000,270730000,208870000,282710000,84822000,66101000,133680000,162040000,204280000,3600200,2390103,77583000,44982000,523000000,171480000,268210000,86737000,105660000,364300000
P31946,63745000,1228000000,1096600000,572780000,425500000,289360000,241250000,68996000,127920000,224390000,813400000,41347000,3576622,776090000,13965000,1305800000,365430000,1228700000,821140000,741980000,801130000
P31949,91770000,5705700000,990690000,1274800000,429270000,2536000000,46701000,471860000,178540000,725390000,638860000,155920000,3576397,274200000,149260000,1386400000,520730000,2771100000,986080000,886140000,756400000
P32969,32303000,422190000,103400000,141690000,87509000,124490000,66647000,116440000,28107000,47324000,103940000,20800000,468360,13248000,21401000,365610000,65726000,226650000,110860000,88197000,116880000
P33176,63762000,862930000,354240000,495580000,327370000,145190000,164010000,104130000,17910000,52368000,512190000,10471000,734106.6,164420000,33411000,390860000,178820000,660840000,295250000,342340000,314390000
P35232,121290000,1040800000,385580000,245320000,192620000,253570000,176230000,145720000,58013000,211930000,284670000,60273000,836082.5,54064000,74628000,615500000,191300000,876470000,293510000,231930000,150300000
P35241,129880000,184780000,175490000,43062000,50726000,49872000,28689000,33965000,19731000,64849000,114610000,6416800,1911600,4822700,12159000,223860000,40479000,86935000,119640000,98217000,166110000
P35268,53495000,704870000,208190000,331640000,212640000,147880000,45993000,78035000,43053000,60490000,482330000,37711000,14547518,68730000,49947000,525200000,70429000,452020000,261580000,127570000,240320000
P35527,33771000,216630000,132110000,100950000,61351000,177680000,103450000,38192000,83138000,322900000,61875000,50711000,7200866,154840000,45222000,149420000,513300000,114450000,85325000,102080000,82871000
P35573,12345000,76894000,6433100,4793900,35621000,8466800,2721700,101250000,2565700,9106600,92656000,14034595,224960,128020000,4987900,1320200000,18999000,19300000,2107600,4110700,4563500
P35611,36048000,542550000,295110000,277460000,276540000,110280000,57676000,87764000,97500000,36644000,242840000,5545900,747255,19817000,55830000,800350000,131710000,481370000,357030000,301860000,428230000
P35659,8680900,56556000,62808000,110030000,20392000,34261000,50314000,20865000,14768938,34342000,20514000,9892800,1953300,15425000,14863000,216140000,30647000,55189000,37825000,40456000,91433000
P35749,1810100,11099000,1252400,513930,564490,254000,2401000,122540000,4742800,667630,3225700,47957994,89364,126030,756260,17032000,4229600,654600,2036400,1621400,1763700
